"sep=	"
Shimmer_85E7_TimestampSync_Unix_CAL	Shimmer_85E7_EMG_CH1_24BIT_CAL	
ms	mV	
1.6378340469533015E12	8.361805680808109	
1.6378340469728318E12	8.347814084825606	
1.637834046992362E12	8.369979465402698	
1.6378340470118923E12	8.37514818213163	
1.6378340470314226E12	8.374811614530676	
1.6378340470509526E12	8.372696046753253	
1.637834047070483E12	8.376037682219865	
1.6378340470900132E12	8.367503289481396	
1.6378340471095435E12	8.379211033886	
1.6378340471290737E12	8.37240756023815	
1.637834047148604E12	8.377335871537829	
1.6378340471681343E12	8.373465344126862	
1.6378340471876646E12	8.375677074075986	
1.6378340472071948E12	8.374475046929723	
1.637834047226725E12	8.380364979946412	
1.6378340472462554E12	8.377720520224633	
1.6378340472657856E12	8.374859695616527	
1.637834047285316E12	8.373176857611758	
1.6378340473048462E12	8.365123275731795	
1.6378340473243765E12	8.370772803319232	
1.6378340473439067E12	8.375340506475032	
1.637834047363437E12	8.378153249997288	
1.637834047382967E12	8.367936019254051	
1.6378340474024973E12	8.375220303760406	
1.6378340474220276E12	8.375580911904285	
1.6378340474415579E12	8.363969329671383	
1.6378340474610881E12	8.372744127839104	
1.6378340474806184E12	8.378273452711914	
1.6378340475001487E12	8.36646954613561	
1.637834047519679E12	8.367863897625275	
1.6378340475392092E12	8.378105168911437	
1.6378340475587395E12	8.370748762776307	
1.6378340475782698E12	8.367166721880443	
1.6378340475978E12	8.371518060149915	
1.6378340476173303E12	8.367767735453574	
1.6378340476368606E12	8.378273452711914	
1.6378340476563909E12	8.375508790275509	
1.6378340476759211E12	8.373970195528292	
1.6378340476954514E12	8.372936452182506	
1.6378340477149814E12	8.382432466637985	
1.6378340477345117E12	8.351035517577591	
1.637834047754042E12	8.389380183543386	
1.6378340477735723E12	8.381398723292198	
1.6378340477931025E12	8.387913710424945	
1.6378340478126328E12	8.379595682572804	
1.637834047832163E12	8.39022160254577	
1.6378340478516934E12	8.381350642206348	
1.6378340478712236E12	8.389572507886788	
1.637834047890754E12	8.382240142294583	
1.6378340479102842E12	8.38702421033671	
1.6378340479298145E12	8.384548034415408	
1.6378340479493447E12	8.383610453241323	
1.637834047968875E12	8.383922980299351	
1.6378340479884053E12	8.38250458826676	
1.6378340480079355E12	8.388683007798553	
1.6378340480274658E12	8.385293291246091	
1.6378340480469958E12	8.383442169440846	
1.6378340480665261E12	8.382168020665807	
1.6378340480860564E12	8.375076060502854	
1.6378340481055867E12	8.377311830994904	
1.637834048125117E12	8.383346007269145	
1.6378340481446472E12	8.385966426447999	
1.6378340481641775E12	8.383514291069622	
1.6378340481837078E12	8.372672006210328	
1.637834048203238E12	8.378417695969466	
1.6378340482227683E12	8.372311398066449	
1.6378340482422986E12	8.38240842609506	
1.6378340482618289E12	8.381446804378049	
1.6378340482813591E12	8.390101399831144	
1.6378340483008894E12	8.38788966988202	
1.6378340483204197E12	8.384932683102212	
1.63783404833995E12	8.377311830994904	
1.6378340483594802E12	8.36692631645119	
1.6378340483790103E12	8.367479248938471	
1.6378340483985405E12	8.381807412521928	
1.6378340484180708E12	8.394909508416196	
1.637834048437601E12	8.38286519641064	
1.6378340484571313E12	8.39245737303782	
1.6378340484766616E12	8.376037682219865	
1.637834048496192E12	8.359401626515583	
1.6378340485157222E12	8.383610453241323	
1.6378340485352524E12	8.39022160254577	
1.6378340485547827E12	8.373056654897132	
1.637834048574313E12	8.37656657416422	
1.6378340485938433E12	8.376374249820818	
1.6378340486133735E12	8.37880234465627	
1.6378340486329038E12	8.373585546841488	
1.637834048652434E12	8.388731088884404	
1.6378340486719644E12	8.397193359994096	
1.6378340486914946E12	8.387769467167393	
1.6378340487110247E12	8.390413926889172	
1.637834048730555E12	8.389668670058489	
1.6378340487500852E12	8.381062155691245	
1.6378340487696155E12	8.377984966196811	
1.6378340487891458E12	8.382648831524312	
1.637834048808676E12	8.391279386434482	
1.6378340488282063E12	8.389019575399507	
1.6378340488477366E12	8.387673304995692	
1.6378340488672668E12	8.390317764717471	
1.637834048886797E12	8.386134710248475	
1.6378340489063274E12	8.380605385375665	
1.6378340489258577E12	8.384403791157856	
1.637834048945388E12	8.390846656661827	
1.6378340489649182E12	8.387216534680112	
1.6378340489844485E12	8.386014507533849	
1.6378340490039788E12	8.388683007798553	
1.637834049023509E12	8.381615088178526	
1.637834049043039E12	8.387745426624468	
1.6378340490625693E12	8.383610453241323	
1.6378340490820996E12	8.372744127839104	
1.63783404910163E12	8.371782506122093	
1.6378340491211602E12	8.382985399125266	
1.6378340491406904E12	8.396736589678516	
1.6378340491602207E12	8.387360777937664	
1.637834049179751E12	8.387793507710319	
1.6378340491992812E12	8.387048250879635	
1.6378340492188115E12	8.38067750700444	
1.6378340492383418E12	8.356156153220672	
1.637834049257872E12	8.37108533037726	
1.6378340492774023E12	8.374835655073602	
1.6378340492969326E12	8.384812480387586	
1.637834049316463E12	8.37971588528743	
1.6378340493359932E12	8.366036816362955	
1.6378340493555234E12	8.368729357170585	
1.6378340493750535E12	8.380917912433693	
1.6378340493945837E12	8.379018709542597	
1.637834049414114E12	8.358608288599049	
1.6378340494336443E12	8.373874033356591	
1.6378340494531746E12	8.375436668646733	
1.6378340494727048E12	8.37555687136136	
1.637834049492235E12	8.374859695616527	
1.6378340495117654E12	8.382360345009209	
1.6378340495312957E12	8.382696912610163	
1.637834049550826E12	8.386495318392354	
1.6378340495703562E12	8.374955857788228	
1.6378340495898865E12	8.37880234465627	
1.6378340496094167E12	8.374523128015573	
1.637834049628947E12	8.38286519641064	
1.6378340496484773E12	8.383754696498874	
1.6378340496680076E12	8.38067750700444	
1.6378340496875378E12	8.384115304642753	
1.6378340497070679E12	8.37834557434069	
1.6378340497265981E12	8.384956723645137	
1.6378340497461284E12	8.383057520754042	
1.6378340497656587E12	8.385004804730988	
1.637834049785189E12	8.385822183190447	
1.6378340498047192E12	8.388154115854197	
1.6378340498242495E12	8.384716318215885	
1.6378340498437798E12	8.392938183896325	
1.63783404986331E12	8.388009872596646	
1.6378340498828403E12	8.383153682925743	
1.6378340499023706E12	8.380028412345458	
1.637834049921901E12	8.385437534503643	
1.6378340499414312E12	8.383971061385202	
1.6378340499609614E12	8.382672872067237	
1.6378340499804917E12	8.386038548076774	
1.637834050000022E12	8.383129642382817	
1.6378340500195522E12	8.383273885640369	
1.6378340500390823E12	8.3860625886197	
1.6378340500586125E12	8.391688075664211	
1.6378340500781428E12	8.383562372155472	
1.637834050097673E12	8.384764399301735	
1.6378340501172034E12	8.391808278378837	
1.6378340501367336E12	8.387817548253244	
1.637834050156264E12	8.383490250526696	
1.6378340501757942E12	8.384836520930511	
1.6378340501953245E12	8.379114871714298	
1.6378340502148547E12	8.379956290716683	
1.637834050234385E12	8.379908209630832	
1.6378340502539153E12	8.36418569455771	
1.6378340502734456E12	8.377167587737352	
1.6378340502929758E12	8.389885034944816	
1.637834050312506E12	8.37382595227074	
1.6378340503320364E12	8.373537465755637	
1.6378340503515667E12	8.380244777231786	
1.6378340503710967E12	8.383754696498874	
1.637834050390627E12	8.39022160254577	
1.6378340504101572E12	8.396592346420965	
1.6378340504296875E12	8.392072724351015	
1.6378340504492178E12	8.383490250526696	
1.637834050468748E12	8.382672872067237	
1.6378340504882783E12	8.38565389938997	
1.6378340505078086E12	8.384668237130034	
1.6378340505273389E12	8.385846223733372	
1.6378340505468691E12	8.392120805436866	
1.6378340505663994E12	8.401328333377242	
1.6378340505859297E12	8.390606251232574	
1.63783405060546E12	8.395534562532253	
1.6378340506249902E12	8.389332102457535	
1.6378340506445205E12	8.377407993166605	
1.6378340506640508E12	8.372936452182506	
1.637834050683581E12	8.376278087649117	
1.637834050703111E12	8.384499953329557	
1.6378340507226414E12	8.378225371626064	
1.6378340507421716E12	8.371013208748485	
1.637834050761702E12	8.368512992284257	
1.6378340507812322E12	8.358848694028302	
1.6378340508007625E12	8.363440437727027	
1.6378340508202927E12	8.375628992990135	
1.637834050839823E12	8.379788006916206	
1.6378340508593533E12	8.371614222321616	
1.6378340508788835E12	8.378994668999672	
1.6378340508984138E12	8.371710384493317	
1.637834050917944E12	8.378465777055316	
1.6378340509374744E12	8.379283155514775	
1.6378340509570046E12	8.388875332141955	
1.637834050976535E12	8.386134710248475	
1.6378340509960652E12	8.391207264805706	
1.6378340510155955E12	8.389885034944816	
1.6378340510351255E12	8.393587278555307	
1.6378340510546558E12	8.376350209277893	
1.637834051074186E12	8.362214370037838	
1.6378340510937163E12	8.385365412874867	
1.6378340511132466E12	8.390942818833528	
1.6378340511327769E12	8.390341805260396	
1.6378340511523071E12	8.386302994048952	
1.6378340511718374E12	8.391447670234959	
1.6378340511913677E12	8.39428445430014	
1.637834051210898E12	8.387769467167393	
1.6378340512304282E12	8.387144413051336	
1.6378340512499585E12	8.393106467696802	
1.6378340512694888E12	8.390822616118902	
1.637834051289019E12	8.393539197469456	
1.6378340513085493E12	8.3860625886197	
1.6378340513280796E12	8.39524607601715	
1.6378340513476099E12	8.398275184425733	
1.63783405136714E12	8.40803564485339	
1.6378340513866702E12	8.403203495725412	
1.6378340514062004E12	8.39894831962764	
1.6378340514257307E12	8.397602049223826	
1.637834051445261E12	8.403852590384394	
1.6378340514647913E12	8.40748271236611	
1.6378340514843215E12	8.41068010457517	
1.6378340515038518E12	8.40945403688598	
1.637834051523382E12	8.410127172087888	
1.6378340515429124E12	8.403684306583918	
1.6378340515624426E12	8.408877063855774	
1.637834051581973E12	8.41260334800919	
1.6378340516015032E12	8.409598280143532	
1.6378340516210334E12	8.411978293893133	
1.6378340516405637E12	8.410079091002038	
1.637834051660094E12	8.414646794157838	
1.6378340516796243E12	8.422508051694399	
1.6378340516991543E12	8.417098929536214	
1.6378340517186846E12	8.434624485328733	
1.6378340517382148E12	8.436980458535409	
1.637834051757745E12	8.433350336553694	
1.6378340517772754E12	8.428494146882791	
1.6378340517968057E12	8.433133971667367	
1.637834051816336E12	8.43748530993684	
1.6378340518358662E12	8.435057215101388	
1.6378340518553965E12	8.439144107398683	
1.6378340518749268E12	8.443399283496454	
1.637834051894457E12	8.443110796981351	
1.6378340519139873E12	8.455684000931264	
1.6378340519335176E12	8.439336431742085	
1.6378340519530479E12	8.447029405478169	
1.6378340519725781E12	8.451597108633969	
1.6378340519921084E12	8.464266474755583	
1.6378340520116387E12	8.418180753967851	
1.6378340520311687E12	8.426042011504414	
1.637834052050699E12	8.450154676058453	
1.6378340520702292E12	8.478258070738086	
1.6378340520897595E12	8.448399716424909	
1.6378340521092898E12	8.414502550900286	
1.63783405212882E12	8.44671687842014	
1.6378340521483503E12	8.446308189190411	
1.6378340521678806E12	8.467127299363689	
1.637834052187411E12	8.448183351538582	
1.6378340522069412E12	8.48453265244158	
1.6378340522264714E12	8.456164811789769	
1.6378340522460017E12	8.406473009563248	
1.637834052265532E12	8.417916307995673	
1.6378340522850623E12	8.385413493960717	
1.6378340523045925E12	8.323893744614969	
1.6378340523241228E12	8.198690597060196	
1.637834052343653E12	7.979128318523763	
1.637834052363183E12	7.887918498665313	
1.6378340523827134E12	7.808584707011943	
1.6378340524022437E12	7.866786861434006	
1.637834052421774E12	7.6908100872210765	
1.6378340524413042E12	7.683862370315675	
1.6378340524608345E12	7.700907115249687	
1.6378340524803647E12	7.800146476445176	
1.637834052499895E12	7.815316059031017	
1.6378340525194253E12	7.716894076294988	
1.6378340525389556E12	7.910732973901388	
1.6378340525584858E12	8.055529163940252	
1.637834052578016E12	8.207585597942543	
1.6378340525975464E12	8.234438884390062	
1.6378340526170767E12	8.460852717660195	
1.637834052636607E12	8.550283537342176	
1.6378340526561372E12	8.533070508607686	
1.6378340526756675E12	8.626492058415261	
1.6378340526951975E12	8.657023547930345	
1.6378340527147278E12	8.641036586885045	
1.637834052734258E12	8.671880603458158	
1.6378340527537883E12	8.628030653162478	
1.6378340527733186E12	8.551437483402589	
1.6378340527928489E12	8.636084235042441	
1.6378340528123792E12	8.58583950032864	
1.6378340528319094E12	8.639113343451024	
1.6378340528514397E12	8.548889185852511	
1.63783405287097E12	8.530978981373188	
1.6378340528905002E12	8.544032996181606	
1.6378340529100305E12	8.540739441800845	
1.6378340529295608E12	8.528286440565559	
1.637834052949091E12	8.49554322110135	
1.6378340529686213E12	8.501649519004367	
1.6378340529881516E12	8.574179837009888	
1.6378340530076816E12	8.49087935577385	
1.637834053027212E12	8.467656191308045	
1.6378340530467422E12	8.407410590737333	
1.6378340530662725E12	8.42474382218645	
1.6378340530858027E12	8.424815943815226	
1.637834053105333E12	8.511818668661753	
1.6378340531248633E12	8.53975377954091	
1.6378340531443936E12	8.541821266232482	
1.6378340531639238E12	8.491624612604532	
1.637834053183454E12	8.464579001813611	
1.6378340532029844E12	8.445058080958297	
1.6378340532225146E12	8.468834177911383	
1.637834053242045E12	8.478738881596591	
1.6378340532615752E12	8.46082867711727	
1.6378340532811055E12	8.446043743218233	
1.6378340533006357E12	8.460660393316793	
1.637834053320166E12	8.413661131897902	
1.637834053339696E12	8.448976689455115	
1.6378340533592263E12	8.457487041650658	
1.6378340533787566E12	8.440610580517124	
1.6378340533982869E12	8.430080822715858	
1.6378340534178171E12	8.432845485152264	
