"sep=	"
Shimmer_85E7_Timestamp_Shimmer_CAL	Shimmer_85E7_EMG_CH1_24BIT_CAL	
Ticks	mV	
506441.83349609375	-1.0921859056376504	
506461.36474609375	-1.1760874004468203	
506480.89599609375	-1.0895174053729462	
506500.42724609375	-1.1737314272401445	
506519.95849609375	-1.2099124443426663	
506539.48974609375	-1.2052245384722398	
506559.02099609375	-1.0258580477068482	
506578.55224609375	-1.1555567767886452	
506598.08349609375	-1.1413728564627397	
506617.61474609375	-1.1763999275048487	
506637.14599609375	-1.0324691970112956	
506656.67724609375	-1.1150244214166507	
506676.20849609375	-1.0970420953085536	
506695.73974609375	-1.228495784023895	
506715.27099609375	-1.1431999377250597	
506734.80224609375	-1.1539220198697273	
506754.33349609375	-1.1450751000732302	
506773.86474609375	-1.1731784947528634	
506793.39599609375	-1.089493364830021	
506812.92724609375	-1.188011509737751	
506832.45849609375	-1.0780741069405206	
506851.98974609375	-1.087762445739402	
506871.52099609375	-1.172144751407077	
506891.05224609375	-1.1337520043554312	
506910.58349609375	-1.1056726502187233	
506930.11474609375	-1.1324057339516165	
506949.64599609375	-1.1348097882441428	
506969.17724609375	-1.1061294205343033	
506988.70849609375	-1.0804060396042712	
507008.23974609375	-1.092233986723501	
507027.77099609375	-1.1104086371750002	
507047.30224609375	-1.137478288508847	
507066.83349609375	-1.112860772553377	
507086.36474609375	-1.0004712343777697	
507105.89599609375	-1.0097268434039963	
507125.42724609375	-1.1234626519834183	
507144.95849609375	-1.0760306607918733	
507164.48974609375	-1.1031483932115707	
507184.02099609375	-1.0536248747855277	
507203.55224609375	-1.0552355911615203	
507223.08349609375	-1.1109615696622812	
507242.61474609375	-1.0801656341750185	
507262.14599609375	-1.0289833182871324	
507281.67724609375	-1.1215634490923225	
507301.20849609375	-1.0793963368014101	
507320.73974609375	-1.1153369484746791	
507340.27099609375	-1.0380946840558074	
507359.80224609375	-1.1410122483188607	
507379.33349609375	-1.0243915745884071	
507398.86474609375	-1.0706936602624648	
507418.39599609375	-1.1510852358045462	
507437.92724609375	-1.0742516606154038	
507457.45849609375	-1.147959965224262	
507476.98974609375	-1.1164668539921667	
507496.52099609375	-1.0971382574802546	
507516.05224609375	-1.1394976941145691	
507535.58349609375	-1.0845169724444914	
507555.11474609375	-1.0915848920645188	
507574.64599609375	-1.052663253068517	
507594.17724609375	-1.1033166770120475	
507613.70849609375	-1.0691310249723227	
507633.23974609375	-1.0761749040494248	
507652.77099609375	-1.0538652802147803	
507672.30224609375	-1.1137021915557612	
507691.83349609375	-1.1052399204460686	
507711.36474609375	-1.1137262320986865	
507730.89599609375	-1.0958400681622904	
507750.42724609375	-1.049201414887279	
507769.95849609375	-1.1408920456042344	
507789.48974609375	-1.0449462387895074	
507809.02099609375	-1.0805983639476733	
507828.55224609375	-1.1622881288077191	
507848.08349609375	-1.044537549559778	
507867.61474609375	-1.0479032255693148	
507887.14599609375	-1.1058409340192001	
507906.67724609375	-1.0594667267163667	
507926.20849609375	-1.0352098189047756	
507945.73974609375	-1.0918012569508462	
507965.27099609375	-1.113678151012836	
507984.80224609375	-1.0454751307338632	
508004.33349609375	-1.0626160378395761	
508023.86474609375	-1.0242713718737808	
508043.39599609375	-1.0679770789119098	
508062.92724609375	-1.0807906882910754	
508082.45849609375	-1.058408942827655	
508101.98974609375	-1.043527846756917	
508121.52099609375	-1.0629045243546793	
508141.05224609375	-1.0926667164961557	
508160.58349609375	-1.0316277780089114	
508180.11474609375	-1.077376931195688	
508199.64599609375	-1.0229491420128913	
508219.17724609375	-1.0686261735708922	
508238.70849609375	-0.9949659500478845	
508258.23974609375	-1.0380466029699569	
508277.77099609375	-0.9862392329660137	
508297.30224609375	-1.0403304545478569	
508316.83349609375	-1.0503313204047664	
508336.36474609375	-1.034512643159943	
508355.89599609375	-1.009510478517669	
508375.42724609375	-0.9893164224604475	
508394.95849609375	-1.0309786833499293	
508414.48974609375	-1.0041013563594845	
508434.02099609375	-1.042253697981878	
508453.55224609375	-1.0105442218634553	
508473.08349609375	-0.9468127425685814	
508492.61474609375	-1.0265071423658303	
508512.14599609375	-0.9587128113165869	
508531.67724609375	-0.9916964362100485	
508551.20849609375	-1.0211461012934964	
508570.73974609375	-0.8880816962021625	
508590.27099609375	-1.0157369791353121	
508609.80224609375	-1.04061894106296	
508629.33349609375	-1.0279976560271966	
508648.86474609375	-0.923974226789581	
508668.39599609375	-1.0299208994612177	
508687.92724609375	-1.0455953334484895	
508707.45849609375	-1.0157129385923869	
508726.98974609375	-0.9972738421687097	
508746.52099609375	-0.9957833285073434	
508766.05224609375	-1.041243995179017	
508785.58349609375	-0.9655403255073618	
508805.11474609375	-0.9950380716766603	
508824.64599609375	-1.0071064242251426	
508844.17724609375	-0.9643623389040239	
508863.70849609375	-0.9880903547712591	
508883.23974609375	-0.97905111063136	
508902.77099609375	-1.0305699941201998	
508922.30224609375	-0.9879701520566327	
508941.83349609375	-0.9796280836615663	
508961.36474609375	-0.9634007171870134	
508980.89599609375	-1.0659095922203372	
509000.42724609375	-0.98087819189368	
509019.95849609375	-1.005784194364253	
509039.48974609375	-0.9736900695590262	
509059.02099609375	-0.9849891247339	
509078.55224609375	-0.9565732029962385	
509098.08349609375	-1.0465329146225748	
509117.61474609375	-0.9462357695383751	
509137.14599609375	-1.032060507781566	
509156.67724609375	-0.9667183121106997	
509176.20849609375	-0.9946053419040055	
509195.73974609375	-0.9318835654119927	
509215.27099609375	-0.9832822461862063	
509234.80224609375	-1.015809100764088	
509254.33349609375	-1.0239828853586777	
509273.86474609375	-0.9719110693825567	
509293.39599609375	-1.0294641291456377	
509312.92724609375	-1.00823632974263	
509332.45849609375	-1.0062890457656837	
509351.98974609375	-0.8957987104811721	
509371.52099609375	-1.0985326089699199	
509391.05224609375	-1.1019463660653075	
509410.58349609375	-1.1271648955939089	
509430.11474609375	-0.9375811740852802	
509449.64599609375	-0.8627429639589347	
509469.17724609375	-0.7964391465710576	
509488.70849609375	-0.9050543195073986	
509508.23974609375	-1.07619894459235	
509527.77099609375	-1.039056305772818	
509547.30224609375	-0.9352732819644549	
509566.83349609375	-0.9490244725177057	
509586.36474609375	-0.9878499493420064	
509605.89599609375	-1.0238867231869766	
509625.42724609375	-0.9030108733587512	
509644.95849609375	-1.0120106949818963	
509664.48974609375	-0.9940043283308738	
509684.02099609375	-1.0414844006082695	
509703.55224609375	-0.9957112068785676	
509723.08349609375	-1.0210018580359448	
509742.61474609375	-1.0504515231193927	
509762.14599609375	-1.0426864277545327	
509781.67724609375	-0.9886673278014654	
509801.20849609375	-1.0876903241106262	
509820.73974609375	-1.0592744023729646	
509840.27099609375	-1.0415084411511948	
509859.80224609375	-1.023189547442144	
509879.33349609375	-0.9517410538682605	
509898.86474609375	-1.1172601919087004	
509918.39599609375	-0.9953265581917634	
509937.92724609375	-1.0239828853586777	
509957.45849609375	-1.0579762130550003	
509976.98974609375	-1.0355463865057293	
509996.52099609375	-1.0369166974524693	
510016.05224609375	-0.8840188444477929	
510035.58349609375	-1.077929863682969	
510055.11474609375	-1.0750690390748627	
510074.64599609375	-0.8338221908198425	
510094.17724609375	-0.8293266092928182	
510113.70849609375	-1.015809100764088	
510133.23974609375	-0.9432787827585677	
510152.77099609375	-0.9356819711941844	
510172.30224609375	-0.7095325838962298	
510191.83349609375	-0.7784568204629605	
510211.36474609375	-0.2920925965419527	
510230.89599609375	0.1781644636191285	
510250.42724609375	-0.7731438604764772	
510269.95849609375	-0.30550721949424975	
510289.48974609375	-0.5771893950926537	
510309.02099609375	-0.39652471500929776	
510328.55224609375	-0.7913906325567522	
510348.08349609375	-0.903539765303107	
510367.61474609375	-0.8460107460829511	
510387.14599609375	-0.5479080138096826	
510406.67724609375	-0.22679848195693675	
510426.20849609375	-0.02425690781159097	
510445.73974609375	-0.062096722375955864	
510465.27099609375	0.1540037179792386	
510484.80224609375	-0.023728015867235167	
510504.33349609375	0.10003269911202183	
510523.86474609375	0.26588840475341535	
510543.39599609375	0.09298882003491958	
510562.92724609375	0.21881702170574924	
510582.45849609375	0.26410940457694587	
510601.98974609375	0.3055553005801003	
510621.52099609375	0.3352213305498756	
510641.05224609375	0.26913387804832595	
510660.58349609375	0.34216904745527676	
510680.11474609375	0.4030877832278947	
510699.64599609375	0.45323635576999455	
510719.17724609375	0.5156936862898294	
510738.70849609375	0.41289632474140225	
510758.23974609375	0.5427633376236762	
510777.77099609375	0.5926474641935982	
510797.30224609375	0.7033782049073622	
510816.83349609375	0.7113356246156245	
510836.36474609375	0.8202392840670686	
510855.89599609375	0.8757729382244275	
510875.42724609375	0.9562606759382101	
510894.95849609375	0.9083719144310849	
510914.48974609375	0.9974661665121118	
510934.02099609375	1.004966815904794	
510953.55224609375	1.031411413122584	
510973.08349609375	0.8638488289334968	
510992.61474609375	0.9918887605534507	
511012.14599609375	0.8564683822554409	
511031.67724609375	1.1039657716710296	
511051.20849609375	0.6515708349034193	
511070.73974609375	0.9194786452625567	
511090.27099609375	0.7649219947960371	
511109.80224609375	0.6269533189479493	
511129.33349609375	0.7857411049693154	
511148.86474609375	0.9417642285542761	
511168.39599609375	1.0642988758443446	
511187.92724609375	0.506630401607005	
511207.45849609375	0.7523007097602736	
511226.98974609375	0.8044686879080957	
511246.52099609375	0.6305594003867389	
511266.05224609375	0.369551225847152	
511285.58349609375	0.5596878798430618	
511305.11474609375	0.6620284710759089	
511324.64599609375	0.27348521631779865	
511344.17724609375	0.35284304851409376	
511363.70849609375	0.4421055843955975	
511383.23974609375	0.7430210601911219	
511402.77099609375	0.31464262580584995	
511422.30224609375	0.008630554910169631	
511441.83349609375	0.37849430781535004	
511461.36474609375	0.6028887354797604	
511480.89599609375	0.04834553182270509	
511500.42724609375	0.31668607195449733	
511519.95849609375	0.1294823641954697	
511539.48974609375	0.6517391187038961	
511559.02099609375	1.033599102528783	
511578.55224609375	0.39712572858242934	
511598.08349609375	0.5758671652317642	
511617.61474609375	1.3839178940357242	
511637.14599609375	0.24470868643625812	
511656.67724609375	0.7174659630615667	
511676.20849609375	0.7083545972928919	
511695.73974609375	1.0065534917378616	
511715.27099609375	0.5869258149773854	
511734.80224609375	0.8208643381831254	
511754.33349609375	0.3314229247676839	
511773.86474609375	0.5803146656729379	
511793.39599609375	0.5639430559408334	
511812.92724609375	0.9724640018698377	
511832.45849609375	1.0312431293221072	
511851.98974609375	0.871806248641759	
511871.52099609375	1.0447779549890306	
511891.05224609375	0.8652191398802368	
511910.58349609375	0.8635122613325431	
511930.11474609375	0.5715158269622914	
511949.64599609375	0.6088027090393753	
511969.17724609375	0.3563770083241075	
511988.70849609375	0.4410478005068859	
512008.23974609375	0.22018733265248927	
512027.77099609375	0.17465454435204003	
512047.30224609375	-0.08705080593237947	
512066.83349609375	0.09017607651266374	
512086.36474609375	0.24518949729476341	
512105.89599609375	0.12998721559690027	
512125.42724609375	0.16547105695458933	
512144.95849609375	0.12440980963823911	
512164.48974609375	-0.04168630143240708	
512184.02099609375	0.21134041285599225	
512203.55224609375	-0.23571752338220955	
512223.08349609375	-0.20030580365329628	
512242.61474609375	-0.2179275216175145	
512262.14599609375	-0.06875595276625389	
512281.67724609375	-0.41467532491787173	
512301.20849609375	-0.16297084049036192	
512320.73974609375	-0.301059719053076	
512340.27099609375	-0.25848391753243416	
512359.80224609375	-0.31764769367150786	
512379.33349609375	-0.3174072882422552	
512398.86474609375	-0.3708494151651162	
512418.39599609375	-0.26675386429872483	
512437.92724609375	-0.2125664805451807	
512457.45849609375	-0.2781250411023745	
512476.98974609375	-0.1278476072765518	
512496.52099609375	0.1777076933035485	
512516.05224609375	-0.34815514264366737	
512535.58349609375	-0.3409910608519388	
512555.11474609375	-0.1841024777216686	
512574.64599609375	-0.3333942492875555	
512594.17724609375	-0.411958743567317	
512613.70849609375	-0.06245733051983482	
512633.23974609375	-0.4615063025362852	
512652.77099609375	-0.3485397913304716	
512672.30224609375	-0.1668173273584041	
512691.83349609375	-0.444701963031526	
512711.36474609375	-0.23444337460717057	
512730.89599609375	-0.2176630756453366	
512750.42724609375	-0.5068708070362576	
512769.95849609375	-0.5143714564289399	
512789.48974609375	-0.4739112226857213	
512809.02099609375	-0.8057668772260599	
512828.55224609375	-0.14371436560722578	
512848.08349609375	0.011587541689977053	
512867.61474609375	-0.44729834166745447	
512887.14599609375	-0.16645671921452512	
512906.67724609375	-0.10767759176225564	
512926.20849609375	0.0983979421931039	
512945.73974609375	-0.07995884576942672	
512965.27099609375	0.006394784418120116	
512984.80224609375	0.005865892473764317	
513004.33349609375	0.09601792844350279	
513023.86474609375	-0.21737458913023341	
513043.39599609375	0.03798405782191648	
513062.92724609375	-0.19489668149511197	
513082.45849609375	0.01704474493401189	
513101.98974609375	-0.4090979189592106	
513121.52099609375	-0.30257427325736763	
513141.05224609375	-0.3399573175061525	
513160.58349609375	-0.45102462582087033	
513180.11474609375	-0.3988566476730483	
513199.64599609375	-0.4477310714401092	
513219.17724609375	-0.4612418565641073	
513238.70849609375	-0.4692954384440706	
513258.23974609375	-0.36753182024142983	
513277.77099609375	-0.3332740465729292	
513297.30224609375	-0.23182295542831685	
513316.83349609375	-0.17866931502055905	
513336.36474609375	-0.23929956427807383	
513355.89599609375	-0.3241145997184038	
513375.42724609375	-0.2457183892391192	
513394.95849609375	-0.32440308623350694	
513414.48974609375	-0.2594214987065195	
513434.02099609375	-0.4180650414703339	
513453.55224609375	-0.47682012837967813	
513473.08349609375	-0.4723726279385044	
513492.61474609375	-0.4422498276531491	
513512.14599609375	-0.6181063991514523	
513531.67724609375	-0.6007972082452625	
513551.20849609375	-0.5733669487675368	
513570.73974609375	-0.5566828119774038	
513590.27099609375	-0.5641594208271608	
513609.80224609375	-0.46251600533914633	
513629.33349609375	-0.5148763078303704	
513648.86474609375	-0.38662001132408913	
513668.39599609375	-0.4003231207914894	
513687.92724609375	-0.5636786099686555	
513707.45849609375	-0.4293640966452078	
513726.98974609375	-0.47362273617061806	
513746.52099609375	-0.4511688690784219	
513766.05224609375	-0.4359271648638048	
513785.58349609375	-0.46030427539002206	
513805.11474609375	-0.6207748994161566	
513824.64599609375	-0.49427356254341953	
513844.17724609375	-0.6214239940751387	
513863.70849609375	-0.4642950055156158	
513883.23974609375	-0.6122405066776879	
513902.77099609375	-0.48881635929938466	
513922.30224609375	-0.5687511645258861	
513941.83349609375	-0.515116713259623	
513961.36474609375	-0.8307690418683341	
513980.89599609375	-0.6568116732611267	
514000.42724609375	-0.5808195170743684	
514019.95849609375	-0.476531641864575	
514039.48974609375	-0.6134425338239512	
514059.02099609375	-0.5625487044511681	
514078.55224609375	-0.4987931846133691	
514098.08349609375	-0.4242194204592014	
514117.61474609375	-0.3045455977772392	
514137.14599609375	-0.5655778128597514	
514156.67724609375	-0.6503207266713055	
514176.20849609375	-0.5898106801284171	
514195.73974609375	-0.7345828296243544	
514215.27099609375	-0.7044119482531486	
514234.80224609375	-0.552956527823988	
514254.33349609375	-0.6667404174892605	
514273.86474609375	-0.5912050316180824	
514293.39599609375	-0.6568837948899025	
514312.92724609375	-0.5405756482174772	
514332.45849609375	-0.5278822415529381	
514351.98974609375	-0.5121837670227409	
514371.52099609375	-0.5911809910751571	
514391.05224609375	-0.6856122436855925	
514410.58349609375	-0.6803233242420345	
514430.11474609375	-0.6939062309948084	
514449.64599609375	-0.66349494419435	
514469.17724609375	-0.6663076877166058	
514488.70849609375	-0.6668606202038868	
514508.23974609375	-0.6897472170687378	
514527.77099609375	-0.6723659045337722	
514547.30224609375	-0.7018636507030707	
514566.83349609375	-0.6595522951546068	
514586.36474609375	-0.6357761982015211	
514605.89599609375	-0.6213759129892882	
514625.42724609375	-0.6012780191037678	
514644.95849609375	-0.5843775174273075	
514664.48974609375	-0.6422911853342674	
514684.02099609375	-0.6637834307094531	
514703.55224609375	-0.6991711098954412	
514723.08349609375	-0.7351598026545607	
514742.61474609375	-0.7623496567030339	
514762.14599609375	-0.77612488779921	
514781.67724609375	-0.7809089558413373	
514801.20849609375	-0.7735525497062067	
514820.73974609375	-0.7614361160718739	
514840.27099609375	-0.7529257638763306	
514859.80224609375	-0.742660452047243	
514879.33349609375	-0.7189324361800078	
514898.86474609375	-0.6748420804550744	
514918.39599609375	-0.631761427533002	
514937.92724609375	-0.5960612212889855	
514957.45849609375	-0.5862045986896275	
514976.98974609375	-0.5805310305592652	
514996.52099609375	-0.5687752050688114	
515016.05224609375	-0.5883201664670507	
515035.58349609375	-0.6164235611466838	
515055.11474609375	-0.6433730097659043	
515074.64599609375	-0.6748420804550744	
515094.17724609375	-0.69130985235888	
515113.70849609375	-0.7019598128747717	
515133.23974609375	-0.7073208539471055	
515152.77099609375	-0.7139079627086278	
515172.30224609375	-0.719220922695111	
515191.83349609375	-0.7243896394240427	
515211.36474609375	-0.7288611804081416	
515230.89599609375	-0.7314094779582196	
515250.42724609375	-0.7301112886402554	
515269.95849609375	-0.7326595861903333	
515289.48974609375	-0.7247021664820711	
515309.02099609375	-0.7148215033397878	
515328.55224609375	-0.7076814620909845	
515348.08349609375	-0.7015992047308928	
515367.61474609375	-0.7126097733906634	
515387.14599609375	-0.7227308419621995	
515406.67724609375	-0.7299670453827038	
515426.20849609375	-0.7415305465297556	
515445.73974609375	-0.7457376415416768	
515465.27099609375	-0.745208749597321	
515484.80224609375	-0.7445596549383388	
515504.33349609375	-0.7472281552030431	
515523.86474609375	-0.7564116426004938	
515543.39599609375	-0.7540316288508927	
515562.92724609375	-0.7509303988135336	
515582.45849609375	-0.7564597236863443	
515601.98974609375	-0.7571568994311769	
515621.52099609375	-0.7583348860345148	
515641.05224609375	-0.7563635615146432	
515660.58349609375	-0.7621573323596318	
515680.11474609375	-0.7663644273715529	
515699.64599609375	-0.7702830358683709	
515719.17724609375	-0.7748507390241709	
515738.70849609375	-0.7783125772054089	
515758.23974609375	-0.7860536320273438	
515777.77099609375	-0.7865584834287743	
515797.30224609375	-0.7861738347419701	
515816.83349609375	-0.7847314021664543	
515836.36474609375	-0.7878326322038133	
515855.89599609375	-0.7867267672292512	
515875.42724609375	-0.787351821345308	
515894.95849609375	-0.7802839017252805	
515914.48974609375	-0.7758844823699572	
515934.02099609375	-0.7711004143278298	
515953.55224609375	-0.7724707252745698	
515973.08349609375	-0.7715091035575593	
515992.61474609375	-0.7710763737849046	
516012.14599609375	-0.7673981707173392	
516031.67724609375	-0.7751151849963488	
516051.20849609375	-0.7738169956783846	
516070.73974609375	-0.7604264132690127	
516090.27099609375	-0.7702349547825204	
516109.80224609375	-0.773576590249132	
516129.33349609375	-0.7758844823699572	
516148.86474609375	-0.7782404555766331	
516168.39599609375	-0.7755479147690035	
516187.92724609375	-0.7752353877109751	
516207.45849609375	-0.7725668874462709	
516226.98974609375	-0.7710042521561288	
516246.52099609375	-0.7646335082809339	
516266.05224609375	-0.7640805757936528	
516285.58349609375	-0.771388900842933	
516305.11474609375	-0.77932228000827	
516324.64599609375	-0.7731679010194025	
516344.17724609375	-0.7702589953254456	
516363.70849609375	-0.7651624002252897	
516383.23974609375	-0.7686963600353035	
516402.77099609375	-0.7727111307038225	
516422.30224609375	-0.7726630496179719	
516441.83349609375	-0.7735525497062067	
516461.36474609375	-0.7755719553119288	
516480.89599609375	-0.774033360564712	
516500.42724609375	-0.7721822387594667	
516519.95849609375	-0.7731198199335519	
516539.48974609375	-0.7767980230011173	
516559.02099609375	-0.7747305363095446	
516578.55224609375	-0.770114752067894	
516598.08349609375	-0.7679511032046202	
516617.61474609375	-0.7650902785965139	
516637.14599609375	-0.7579742778906359	
516656.67724609375	-0.7569886156307001	
516676.20849609375	-0.7548249667674264	
516695.73974609375	-0.7548970883962022	
516715.27099609375	-0.7527574800758537	
516734.80224609375	-0.745304911769022	
516754.33349609375	-0.7442711684232356	
516773.86474609375	-0.7516275745583663	
516793.39599609375	-0.7500889798111494	
516812.92724609375	-0.7523728313890494	
516832.45849609375	-0.7530219260480316	
516851.98974609375	-0.7512910069574126	
516871.52099609375	-0.7504255474121031	
516891.05224609375	-0.7465309794582105	
516910.58349609375	-0.7459059253421536	
516930.11474609375	-0.7478051282332494	
516949.64599609375	-0.7519881827022452	
516969.17724609375	-0.7485263445210073	
516988.70849609375	-0.7419392357594851	
517008.23974609375	-0.7443432900520114	
517027.77099609375	-0.7379485056338914	
517047.30224609375	-0.7641767379653539	
517066.83349609375	-0.7612197511855465	
517086.36474609375	-0.7550894127396043	
517105.89599609375	-0.7566039669438959	
517125.42724609375	-0.766196143571076	
517144.95849609375	-0.7697060628381646	
517164.48974609375	-0.774225684908114	
517184.02099609375	-0.7651624002252897	
517203.55224609375	-0.7721581982165414	
517223.08349609375	-0.786342118542447	
517242.61474609375	-0.7897318350949091	
517262.14599609375	-0.7797309692379994	
517281.67724609375	-0.7782404555766331	
517301.20849609375	-0.77840873937711	
517320.73974609375	-0.7874239429740838	
517340.27099609375	-0.8004058361537262	
517359.80224609375	-0.8153590538532401	
517379.33349609375	-0.8192776623500581	
517398.86474609375	-0.829759339065473	
517418.39599609375	-0.8374523128015573	
517437.92724609375	-0.8448808405654638	
517457.45849609375	-0.8432460836465459	
517476.98974609375	-0.8461309487975774	
517496.52099609375	-0.8361781640265183	
517516.05224609375	-0.8351203801378068	
517535.58349609375	-0.8435105296187237	
517555.11474609375	-0.842164259214909	
517574.64599609375	-0.8480061111457481	
517594.17724609375	-0.8492081382920112	
517613.70849609375	-0.8498572329509934	
517633.23974609375	-0.8475974219160186	
517652.77099609375	-0.847357016486766	
517672.30224609375	-0.8518766385567155	
517691.83349609375	-0.8528142197308007	
517711.36474609375	-0.8582473824319103	
517730.89599609375	-0.8613486124692693	
517750.42724609375	-0.8630554910169631	
517769.95849609375	-0.8613005313834188	
517789.48974609375	-0.8630074099311126	
517809.02099609375	-0.8661807615972473	
517828.55224609375	-0.8606995178102872	
517848.08349609375	-0.850650570867527	
517867.61474609375	-0.849640868064666	
517887.14599609375	-0.8540402874199892	
517906.67724609375	-0.8590166798055188	
517926.20849609375	-0.8609158826966146	
517945.73974609375	-0.8584156662323872	
517965.27099609375	-0.8512275438977334	
517984.80224609375	-0.8512035033548081	
518004.33349609375	-0.8496889491505165	
518023.86474609375	-0.8542326117633914	
518043.39599609375	-0.860867801610764	
518062.92724609375	-0.8669981400567063	
518082.45849609375	-0.8669981400567063	
518101.98974609375	-0.8652912615090126	
518121.52099609375	-0.86687793734208	
518141.05224609375	-0.8681761266600442	
518160.58349609375	-0.8732967623031254	
518180.11474609375	-0.8743305056489117	
518199.64599609375	-0.8754123300805485	
518219.17724609375	-0.8701474511799159	
518238.70849609375	-0.8745949516210896	
518258.23974609375	-0.8741622218484348	
518277.77099609375	-0.8718543297276096	
518297.30224609375	-0.8713735188691043	
518316.83349609375	-0.8749315192220433	
518336.36474609375	-0.8753402084517727	
518355.89599609375	-0.873633329904079	
518375.42724609375	-0.8752921273659222	
518394.95849609375	-0.8741862623913601	
518414.48974609375	-0.8753402084517727	
518434.02099609375	-0.8736573704470043	
518453.55224609375	-0.8775759789438223	
518473.08349609375	-0.8760133436536801	
518492.61474609375	-0.8673587482005852	
518512.14599609375	-0.8625265990726073	
518531.67724609375	-0.8649787344509842	
518551.20849609375	-0.8657239912816673	
518570.73974609375	-0.8650748966226852	
518590.27099609375	-0.8557712065106082	
518609.80224609375	-0.8425489079017132	
518629.33349609375	-0.8351203801378068	
518648.86474609375	-0.8317306635853446	
518668.39599609375	-0.8285092308333593	
518687.92724609375	-0.830408433724455	
518707.45849609375	-0.8307209607824836	
518726.98974609375	-0.8216095950138086	
518746.52099609375	-0.8179554324891686	
518766.05224609375	-0.8118010535003011	
518785.58349609375	-0.7999250252952209	
518805.11474609375	-0.7929051867610439	
518824.64599609375	-0.7900203216100122	
518844.17724609375	-0.7905972946402186	
518863.70849609375	-0.7927128624176418	
518883.23974609375	-0.788265361976468	
518902.77099609375	-0.7865344428858491	
518922.30224609375	-0.7887702133778985	
518941.83349609375	-0.7786731853492879	
518961.36474609375	-0.7890586998930017	
518980.89599609375	-0.7901405243246385	
519000.42724609375	-0.7925205380742397	
519019.95849609375	-0.7924003353596134	
519039.48974609375	-0.7857170644263901	
519059.02099609375	-0.7862940374565964	
519078.55224609375	-0.793458119248325	
519098.08349609375	-0.8016078632999893	
519117.61474609375	-0.8024252417594483	
519137.14599609375	-0.8097095262658032	
519156.67724609375	-0.8183881622618233	
519176.20849609375	-0.8258888116545056	
519195.73974609375	-0.8227635410742212	
519215.27099609375	-0.824374257450214	
519234.80224609375	-0.8291342849494161	
519254.33349609375	-0.8316585419565689	
519273.86474609375	-0.8398082860082332	
519293.39599609375	-0.8460828677117269	
519312.92724609375	-0.8555308010813556	
519332.45849609375	-0.8617092206131483	
519351.98974609375	-0.8681280455741937	
519371.52099609375	-0.8674549103722863	
519391.05224609375	-0.8706763431242717	
519410.58349609375	-0.8733688839319012	
519430.11474609375	-0.8700512890082148	
519449.64599609375	-0.8685848158897737	
519469.17724609375	-0.86322377481744	
519488.70849609375	-0.8604591123810346	
519508.23974609375	-0.8608918421536893	
519527.77099609375	-0.8551461523945514	
519547.30224609375	-0.856660706598843	
519566.83349609375	-0.8595936528357251	
519586.36474609375	-0.8587522338333409	
519605.89599609375	-0.8609399232395398	
519625.42724609375	-0.8464915569414565	
519644.95849609375	-0.8484628814613281	
519664.48974609375	-0.8540883685058398	
519684.02099609375	-0.8538720036195123	
519703.55224609375	-0.8593532474064725	
519723.08349609375	-0.854833625336523	
519742.61474609375	-0.8550259496799251	
519762.14599609375	-0.8542085712204661	
519781.67724609375	-0.8608918421536893	
519801.20849609375	-0.8612764908404935	
519820.73974609375	-0.8545932199072703	
519840.27099609375	-0.8590647608913693	
519859.80224609375	-0.8598340582649777	
519879.33349609375	-0.8560116119398609	
519898.86474609375	-0.855290395652103	
519918.39599609375	-0.8574059634295261	
519937.92724609375	-0.8657961129104431	
519957.45849609375	-0.8657961129104431	
519976.98974609375	-0.8647623695646568	
519996.52099609375	-0.8664452075694252	
520016.05224609375	-0.8653874236807136	
520035.58349609375	-0.860314869123483	
520055.11474609375	-0.8539200847053628	
520074.64599609375	-0.8481743949462249	
520094.17724609375	-0.8495447058929649	
520113.70849609375	-0.8515160304128365	
520133.23974609375	-0.8494485437212639	
520152.77099609375	-0.8512035033548081	
520172.30224609375	-0.852934422445427	
520191.83349609375	-0.8526218953873986	
520211.36474609375	-0.856300098454964	
520230.89599609375	-0.8581512202602093	
520250.42724609375	-0.8612524502975683	
520269.95849609375	-0.8673827887435105	
520289.48974609375	-0.8685607753468484	
520309.02099609375	-0.8691137078341294	
520328.55224609375	-0.8698108835789622	
520348.08349609375	-0.8566126255129924	
520367.61474609375	-0.864690247935881	
520387.14599609375	-0.8559875713969356	
520406.67724609375	-0.8529103819025018	
520426.20849609375	-0.8508909762967797	
520445.73974609375	-0.8460588271688017	
520465.27099609375	-0.8468040839994849	
520484.80224609375	-0.8472848948579902	
520504.33349609375	-0.8486552058047302	
520523.86474609375	-0.849280259920787	
520543.39599609375	-0.8476455030018691	
520562.92724609375	-0.8541845306775409	
520582.45849609375	-0.8589205176338177	
520601.98974609375	-0.8535354360185586	
520621.52099609375	-0.8506986519533776	
520641.05224609375	-0.8488956112339828	
520660.58349609375	-0.8508188546680039	
520680.11474609375	-0.8576944499446293	
520699.64599609375	-0.8564683822554409	
520719.17724609375	-0.8523574494152207	
520738.70849609375	-0.8546893820789714	
520758.23974609375	-0.8583195040606861	
520777.77099609375	-0.8539922063341386	
520797.30224609375	-0.8473089354009155	
520816.83349609375	-0.8482945976608512	
520836.36474609375	-0.8476935840877197	
520855.89599609375	-0.846539638027307	
520875.42724609375	-0.8420440565002827	
520894.95849609375	-0.842068097043208	
520914.48974609375	-0.8375244344303331	
